Repeticion,Tiempo_us
1,  3880083 
2,  3760843 
3,  3696489 
4,  3705536 
5,  3780093 
6,  3844436 
7,  3802172 
8,  3777966 
9,  3777902 
10,  3827412 
11,  3795589 
12,  3789904 
13,  3800265 
14,  3816264 
15,  3800066 
16,  3778641 
17,  3851633 
18,  3871453 
19,  3796969 
20,  3734671 
21,  3691433 
22,  4077772 
23,  3852407 
24,  3864651 
25,  3767393 
26,  3893767 
27,  3738487 
28,  3981215 
29,  3883910 
30,  3868965 
