Repeticion,Tiempo_us
1,    83499 
2,    12643 
3,    82851 
4,    12880 
5,    87312 
6,    86851 
7,    13190 
8,    80410 
9,    12051 
10,    86055 
11,    89631 
12,    14150 
13,    79960 
14,    10936 
15,    86368 
16,    11923 
17,    82118 
18,    12798 
19,    82695 
20,    88858 
21,    12098 
22,    82894 
23,    12354 
24,    82921 
25,    12416 
26,    82418 
27,    12462 
28,    85442 
29,    87333 
30,    11244 
