Repeticion,Tiempo_us
1,   475064 
2,   396876 
3,   401024 
4,   483091 
5,   395390 
6,   480143 
7,   403629 
8,   480090 
9,   401401 
10,   479747 
11,   399103 
12,   396879 
13,   401735 
14,   401775 
15,   503900 
16,   398570 
17,   406063 
18,   400942 
19,   406873 
20,   481691 
21,   405295 
22,   399268 
23,   405648 
24,   404260 
25,   403890 
26,   480165 
27,   401865 
28,   403775 
29,   401787 
30,   404127 
