Repeticion,Tiempo_us
1,   477588 
2,   400070 
3,   401821 
4,   405134 
5,   390606 
6,   478760 
7,   404465 
8,   481537 
9,   490828 
10,   485582 
11,   400849 
12,   483065 
13,   396068 
14,   485328 
15,   399503 
16,   398580 
17,   410269 
18,   398647 
19,   407228 
20,   415489 
21,   398439 
22,   397814 
23,   392695 
24,   491464 
25,   384914 
26,   416107 
27,   414275 
28,   476140 
29,   401519 
30,   481313 
