Repeticion,Tiempo_us
1,  3793055 
2,  3901113 
3,  3970499 
4,  3894709 
5,  3873164 
6,  3834083 
7,  3695767 
8,  3661689 
9,  3824137 
10,  3815331 
11,  3957662 
12,  3913820 
13,  4003962 
14,  3973033 
15,  3703608 
16,  3648118 
17,  3896962 
18,  3874456 
19,  3983539 
20,  3961399 
21,  3965360 
22,  3806671 
23,  3824307 
24,  3907172 
25,  3881922 
26,  3896407 
27,  4176476 
28,  3885586 
29,  3902187 
30,  3893468 
