Repeticion,Tiempo_us
1,    49196 
2,    63599 
3,    67388 
4,    56444 
5,    50616 
6,    33341 
7,    37938 
8,    45536 
9,    39098 
10,    34699 
11,    45079 
12,    43960 
13,    41571 
14,    50119 
15,    34580 
16,    42710 
17,    51510 
18,    37037 
19,    61437 
20,    42566 
21,    49342 
22,    52140 
23,    47398 
24,    51591 
25,    43902 
26,    44434 
27,    50328 
28,    47781 
29,    56764 
30,    53052 
