Repeticion,Tiempo_us
1,   122874 
2,   139285 
3,   139029 
4,   128993 
5,   112719 
6,   109416 
7,   120724 
8,   105144 
9,   112159 
10,   113695 
11,   113097 
12,   103188 
13,   109842 
14,   106833 
15,   107661 
16,   103063 
17,   108239 
18,   102415 
19,   105461 
20,   106639 
21,   100988 
22,   107344 
23,   121144 
24,   122536 
25,   132723 
26,   121786 
27,   106259 
28,   120686 
29,   102513 
30,   101222 
