Repeticion,Tiempo_us
1,    22702 
2,    37041 
3,    48899 
4,    50226 
5,    58030 
6,    29725 
7,    34480 
8,    26804 
9,    32640 
10,    18767 
11,    67732 
12,    71363 
13,    66932 
14,    33438 
15,    40761 
16,    48598 
17,    27052 
18,    36988 
19,    31485 
20,    32140 
21,    33896 
22,    35077 
23,    40677 
24,    57192 
25,    38860 
26,    52366 
27,    32871 
28,    26424 
29,    32579 
30,    38036 
