Repeticion,Tiempo_us
1,   754584 
2,   739248 
3,   733751 
4,   725620 
5,   874810 
6,   751395 
7,   767691 
8,   741879 
9,   758767 
10,   766601 
11,   757397 
12,   772806 
13,   777967 
14,  1071830 
15,   999494 
16,   795125 
17,   860249 
18,   748298 
19,   726240 
20,   733259 
21,   741096 
22,   729825 
23,   765537 
24,   755466 
25,   763451 
26,   744570 
27,   762399 
28,   749800 
29,   778908 
30,   877034 
