Repeticion,Tiempo_us
1,   830144 
2,   826420 
3,   805794 
4,   799015 
5,   806855 
6,   857431 
7,   833192 
8,   844232 
9,   924622 
10,   898557 
11,   867076 
12,   868051 
13,   850370 
14,   879816 
15,   875662 
16,   823615 
17,   824412 
18,   844484 
19,   895870 
20,   947188 
21,   980465 
22,   903085 
23,   862328 
24,   854191 
25,   853251 
26,   867779 
27,   870710 
28,   849284 
29,   875690 
30,   901385 
